ImageNumber,ObjectNumber,Metadata_C,Metadata_ChannelName,Metadata_ColorFormat,Metadata_FileLocation,Metadata_Frame,Metadata_Plate,Metadata_Series,Metadata_Site,Metadata_SizeC,Metadata_SizeT,Metadata_SizeX,Metadata_SizeY,Metadata_SizeZ,Metadata_T,Metadata_Well,Metadata_Z,FileName_CFP,FileName_DIC,FileName_RFP,FileName_YFP,PathName_CFP,PathName_DIC,PathName_RFP,PathName_YFP,Intensity_IntegratedIntensityEdge_CFP,Intensity_IntegratedIntensityEdge_RFP,Intensity_IntegratedIntensityEdge_YFP,Intensity_IntegratedIntensity_CFP,Intensity_IntegratedIntensity_RFP,Intensity_IntegratedIntensity_YFP,Intensity_LowerQuartileIntensity_CFP,Intensity_LowerQuartileIntensity_RFP,Intensity_LowerQuartileIntensity_YFP,Intensity_MADIntensity_CFP,Intensity_MADIntensity_RFP,Intensity_MADIntensity_YFP,Intensity_MassDisplacement_CFP,Intensity_MassDisplacement_RFP,Intensity_MassDisplacement_YFP,Intensity_MaxIntensityEdge_CFP,Intensity_MaxIntensityEdge_RFP,Intensity_MaxIntensityEdge_YFP,Intensity_MaxIntensity_CFP,Intensity_MaxIntensity_RFP,Intensity_MaxIntensity_YFP,Intensity_MeanIntensityEdge_CFP,Intensity_MeanIntensityEdge_RFP,Intensity_MeanIntensityEdge_YFP,Intensity_MeanIntensity_CFP,Intensity_MeanIntensity_RFP,Intensity_MeanIntensity_YFP,Intensity_MedianIntensity_CFP,Intensity_MedianIntensity_RFP,Intensity_MedianIntensity_YFP,Intensity_MinIntensityEdge_CFP,Intensity_MinIntensityEdge_RFP,Intensity_MinIntensityEdge_YFP,Intensity_MinIntensity_CFP,Intensity_MinIntensity_RFP,Intensity_MinIntensity_YFP,Intensity_StdIntensityEdge_CFP,Intensity_StdIntensityEdge_RFP,Intensity_StdIntensityEdge_YFP,Intensity_StdIntensity_CFP,Intensity_StdIntensity_RFP,Intensity_StdIntensity_YFP,Intensity_UpperQuartileIntensity_CFP,Intensity_UpperQuartileIntensity_RFP,Intensity_UpperQuartileIntensity_YFP,Location_CenterMassIntensity_X_CFP,Location_CenterMassIntensity_X_RFP,Location_CenterMassIntensity_X_YFP,Location_CenterMassIntensity_Y_CFP,Location_CenterMassIntensity_Y_RFP,Location_CenterMassIntensity_Y_YFP,Location_CenterMassIntensity_Z_CFP,Location_CenterMassIntensity_Z_RFP,Location_CenterMassIntensity_Z_YFP,Location_Center_X,Location_Center_Y,Location_MaxIntensity_X_CFP,Location_MaxIntensity_X_RFP,Location_MaxIntensity_X_YFP,Location_MaxIntensity_Y_CFP,Location_MaxIntensity_Y_RFP,Location_MaxIntensity_Y_YFP,Location_MaxIntensity_Z_CFP,Location_MaxIntensity_Z_RFP,Location_MaxIntensity_Z_YFP,Number_Object_Number
11,1,0,nan,monochrome,file:///C:/Users/ajdav/OneDrive%20-%20University%20of%20Cambridge/3rd%20Year%20%28II%29/6.%20Research%20Project/EXP5%20-%20forward%20transfection%20repeat%203/150224%20Images%20for%20Analysis/40-1_1_MMStack_Default.ome.tif,nan,nan,0,nan,1,4,1344,1100,1,nan,nan,0,40-1_1_MMStack_Default.ome.tif,40-1_1_MMStack_Default.ome.tif,40-1_1_MMStack_Default.ome.tif,40-1_1_MMStack_Default.ome.tif,C:\Users\ajdav\OneDrive - University of Cambridge\3rd Year (II)\6. Research Project\EXP5 - forward transfection repeat 3\150224 Images for Analysis,C:\Users\ajdav\OneDrive - University of Cambridge\3rd Year (II)\6. Research Project\EXP5 - forward transfection repeat 3\150224 Images for Analysis,C:\Users\ajdav\OneDrive - University of Cambridge\3rd Year (II)\6. Research Project\EXP5 - forward transfection repeat 3\150224 Images for Analysis,C:\Users\ajdav\OneDrive - University of Cambridge\3rd Year (II)\6. Research Project\EXP5 - forward transfection repeat 3\150224 Images for Analysis,3.6149539209436625,2.9522697788197547,3.6987717282027006,164.72051921440288,136.1996337592136,167.8831501789391,0.0038910505827516317,0.003219653619453311,0.00395208690315485,0.00015259021893143654,0.00012207217514514923,0.00015259021893143654,0.7662709933772347,0.48600601004820637,1.6650057361308055,0.005188067443668842,0.003906309604644775,0.0057831695303320885,0.005188067443668842,0.004165713209658861,0.0057831695303320885,0.004098587211954266,0.0033472446471879305,0.0041936187394588445,0.004048380830082651,0.003347415300806469,0.004126109668180769,0.004043641034513712,0.00334172579459846,0.0041046771220862865,0.0031433585099875927,0.0028381780721247196,0.003311207750812173,0.0030670634005218744,0.002639810787513852,0.003265430685132742,0.0002516233995837529,0.0001939651220360952,0.0003543370960236785,0.00022291414420177045,0.00018671931222643659,0.0002620434624006091,0.0041962312534451485,0.003479056991636753,0.004272526130080223,84.55737781923568,84.39826311147253,84.81965793154725,658.6885910256948,658.9195249104042,657.8032259586637,0.0,0.0,0.0,84.10492036964216,659.3070192685805,150.0,102.0,115.0,651.0,582.0,485.0,0.0,0.0,0.0,1
12,1,0,nan,monochrome,file:///C:/Users/ajdav/OneDrive%20-%20University%20of%20Cambridge/3rd%20Year%20%28II%29/6.%20Research%20Project/EXP5%20-%20forward%20transfection%20repeat%203/150224%20Images%20for%20Analysis/40-1_2_MMStack_Default.ome.tif,nan,nan,0,nan,1,4,1344,1100,1,nan,nan,0,40-1_2_MMStack_Default.ome.tif,40-1_2_MMStack_Default.ome.tif,40-1_2_MMStack_Default.ome.tif,40-1_2_MMStack_Default.ome.tif,C:\Users\ajdav\OneDrive - University of Cambridge\3rd Year (II)\6. Research Project\EXP5 - forward transfection repeat 3\150224 Images for Analysis,C:\Users\ajdav\OneDrive - University of Cambridge\3rd Year (II)\6. Research Project\EXP5 - forward transfection repeat 3\150224 Images for Analysis,C:\Users\ajdav\OneDrive - University of Cambridge\3rd Year (II)\6. Research Project\EXP5 - forward transfection repeat 3\150224 Images for Analysis,C:\Users\ajdav\OneDrive - University of Cambridge\3rd Year (II)\6. Research Project\EXP5 - forward transfection repeat 3\150224 Images for Analysis,3.7487144987098873,3.33713283482939,4.235111112939194,194.81199719756842,173.8269476206042,212.63011145358905,0.003830014495179057,0.0034180209040641785,0.004165713209658861,0.00015259021893143654,0.00013733119703829288,0.00016784947365522385,0.9502849028798961,1.4018834511424125,0.8284706493805497,0.004776074085384607,0.004257267341017723,0.005905241705477238,0.0049134050495922565,0.004455634392797947,0.005905241705477238,0.004017914789614027,0.003576776886205134,0.00453924020679442,0.003986167891585538,0.003556779907116635,0.004350755267915965,0.003982604946941137,0.0035553521011024714,0.004333562217652798,0.0032501716632395983,0.0030060273129493,0.0036774242762476206,0.0031128404662013054,0.0027924010064452887,0.0034180209040641785,0.0002280836588526515,0.0002053302819784736,0.0003912520778022138,0.00021184870041664278,0.00019613352002584,0.0002744602059766996,0.004135195165872574,0.0036926832981407642,0.0045166704803705215,1121.0763494168716,1120.8519118921236,1120.9814148957155,659.9189233720812,659.5033334602006,660.6941733162661,0.0,0.0,0.0,1121.795445244721,660.5401661483057,1093.0,1009.0,1100.0,746.0,575.0,763.0,0.0,0.0,0.0,1
13,1,0,nan,monochrome,file:///C:/Users/ajdav/OneDrive%20-%20University%20of%20Cambridge/3rd%20Year%20%28II%29/6.%20Research%20Project/EXP5%20-%20forward%20transfection%20repeat%203/150224%20Images%20for%20Analysis/40-1_3_MMStack_Default.ome.tif,nan,nan,0,nan,1,4,1344,1100,1,nan,nan,0,40-1_3_MMStack_Default.ome.tif,40-1_3_MMStack_Default.ome.tif,40-1_3_MMStack_Default.ome.tif,40-1_3_MMStack_Default.ome.tif,C:\Users\ajdav\OneDrive - University of Cambridge\3rd Year (II)\6. Research Project\EXP5 - forward transfection repeat 3\150224 Images for Analysis,C:\Users\ajdav\OneDrive - University of Cambridge\3rd Year (II)\6. Research Project\EXP5 - forward transfection repeat 3\150224 Images for Analysis,C:\Users\ajdav\OneDrive - University of Cambridge\3rd Year (II)\6. Research Project\EXP5 - forward transfection repeat 3\150224 Images for Analysis,C:\Users\ajdav\OneDrive - University of Cambridge\3rd Year (II)\6. Research Project\EXP5 - forward transfection repeat 3\150224 Images for Analysis,3.4502021980006248,3.122636759188026,3.671503839548677,246.1016871132888,224.24473942024633,262.7305909493007,0.0035553521011024714,0.0032349126413464546,0.003784237429499626,0.00012207217514514923,0.00012207217514514923,0.00015259021893143654,1.1624991703590597,1.2117401495845965,1.0379358471821212,0.004486152436584234,0.003982604946941137,0.004577706567943096,0.004623483866453171,0.0042114900425076485,0.004806592129170895,0.003701933688841872,0.0033504686257382257,0.003939381802090855,0.0036896804664660987,0.0033619900962555673,0.003938989369554733,0.0036926832981407642,0.003356984816491604,0.003936827648431063,0.0029755092691630125,0.0027466239407658577,0.0033264667727053165,0.0028381780721247196,0.002685587853193283,0.003128099488094449,0.00020840073831089007,0.00020230420478587537,0.0002158935254772079,0.00020003309700439983,0.00018696467398441566,0.00020873000608066152,0.0038147554732859135,0.003479056991636753,0.004074159078299999,1164.184765470575,1164.1043676872125,1164.3389004823518,931.3654829879988,931.4082456021922,931.3581085178719,0.0,0.0,0.0,1165.1798950524737,931.9664167916042,1036.0,1136.0,1299.0,919.0,1026.0,857.0,0.0,0.0,0.0,1
14,1,0,nan,monochrome,file:///C:/Users/ajdav/OneDrive%20-%20University%20of%20Cambridge/3rd%20Year%20%28II%29/6.%20Research%20Project/EXP5%20-%20forward%20transfection%20repeat%203/150224%20Images%20for%20Analysis/40-1_4_MMStack_Default.ome.tif,nan,nan,0,nan,1,4,1344,1100,1,nan,nan,0,40-1_4_MMStack_Default.ome.tif,40-1_4_MMStack_Default.ome.tif,40-1_4_MMStack_Default.ome.tif,40-1_4_MMStack_Default.ome.tif,C:\Users\ajdav\OneDrive - University of Cambridge\3rd Year (II)\6. Research Project\EXP5 - forward transfection repeat 3\150224 Images for Analysis,C:\Users\ajdav\OneDrive - University of Cambridge\3rd Year (II)\6. Research Project\EXP5 - forward transfection repeat 3\150224 Images for Analysis,C:\Users\ajdav\OneDrive - University of Cambridge\3rd Year (II)\6. Research Project\EXP5 - forward transfection repeat 3\150224 Images for Analysis,C:\Users\ajdav\OneDrive - University of Cambridge\3rd Year (II)\6. Research Project\EXP5 - forward transfection repeat 3\150224 Images for Analysis,4.050766802858561,3.7140764510259032,4.363363183569163,310.21669584093615,285.0327612045221,332.0715869010892,0.0036469062324613333,0.00334172579459846,0.0038910505827516317,0.00013733119703829288,0.00013733119703829288,0.00015259021893143654,1.8622011629777169,1.4995761992305878,1.2470325183160391,0.004577706567943096,0.0041046771220862865,0.004928664304316044,0.004776074085384607,0.004348821472376585,0.005157549399882555,0.0037964075003360464,0.0034808589044291504,0.004089375054891437,0.0037812859073736733,0.0034743144954232337,0.004047679021222442,0.0037689784076064825,0.0034637979697436094,0.004043641034513712,0.0032043945975601673,0.0028534370940178633,0.0032959487289190292,0.0028076600283384323,0.0027008468750864267,0.0032043945975601673,0.0002398686544745821,0.00020905064038293498,0.00026603007745758445,0.00021294191284380108,0.00019472013236883858,0.00022145045772009147,0.003921568859368563,0.003616388188675046,0.0041962312534451485,1170.571599168435,1170.809865710319,1170.99456134034,725.5285417579405,725.8451608282269,726.9720227159377,0.0,0.0,0.0,1172.1533642125792,726.5112993661628,1092.0,1036.0,1091.0,815.0,615.0,820.0,0.0,0.0,0.0,1
15,1,0,nan,monochrome,file:///C:/Users/ajdav/OneDrive%20-%20University%20of%20Cambridge/3rd%20Year%20%28II%29/6.%20Research%20Project/EXP5%20-%20forward%20transfection%20repeat%203/150224%20Images%20for%20Analysis/40-1_5_MMStack_Default.ome.tif,nan,nan,0,nan,1,4,1344,1100,1,nan,nan,0,40-1_5_MMStack_Default.ome.tif,40-1_5_MMStack_Default.ome.tif,40-1_5_MMStack_Default.ome.tif,40-1_5_MMStack_Default.ome.tif,C:\Users\ajdav\OneDrive - University of Cambridge\3rd Year (II)\6. Research Project\EXP5 - forward transfection repeat 3\150224 Images for Analysis,C:\Users\ajdav\OneDrive - University of Cambridge\3rd Year (II)\6. Research Project\EXP5 - forward transfection repeat 3\150224 Images for Analysis,C:\Users\ajdav\OneDrive - University of Cambridge\3rd Year (II)\6. Research Project\EXP5 - forward transfection repeat 3\150224 Images for Analysis,C:\Users\ajdav\OneDrive - University of Cambridge\3rd Year (II)\6. Research Project\EXP5 - forward transfection repeat 3\150224 Images for Analysis,3.2950485309120268,2.7869535393547267,4.17630282510072,156.8836690899916,133.72074481309392,185.13367333775386,0.004043641034513712,0.0034485389478504658,0.004562447778880596,0.00015259021893143654,0.00013733119703829288,0.00028992118313908577,0.9559356238255096,1.059815316981164,2.810226838886153,0.0050049591809511185,0.004272526130080223,0.007034409325569868,0.005279621575027704,0.004577706567943096,0.007400625851005316,0.0042461965604536425,0.0035914349733952664,0.005381833537500927,0.004197219463052908,0.0035775254110196886,0.0049530117539128326,0.0041962312534451485,0.0035858701448887587,0.004791332874447107,0.003616388188675046,0.0029755092691630125,0.003784237429499626,0.0033722438383847475,0.0027161058969795704,0.003570611122995615,0.0002188454498680139,0.00019651921826792357,0.0007118828505413276,0.0002283637667510417,0.00019543618470231635,0.0005687095275171247,0.004348821472376585,0.003707942320033908,0.00520332669839263,1115.6477890244928,1115.4145146918343,1116.2909139591286,692.0854818542714,692.4336825585659,689.7787201832449,0.0,0.0,0.0,1116.463668468083,692.5836320830435,1138.0,1005.0,1071.0,639.0,634.0,624.0,0.0,0.0,0.0,1
16,1,0,nan,monochrome,file:///C:/Users/ajdav/OneDrive%20-%20University%20of%20Cambridge/3rd%20Year%20%28II%29/6.%20Research%20Project/EXP5%20-%20forward%20transfection%20repeat%203/150224%20Images%20for%20Analysis/40-2_1_MMStack_Default.ome.tif,nan,nan,0,nan,1,4,1344,1100,1,nan,nan,0,40-2_1_MMStack_Default.ome.tif,40-2_1_MMStack_Default.ome.tif,40-2_1_MMStack_Default.ome.tif,40-2_1_MMStack_Default.ome.tif,C:\Users\ajdav\OneDrive - University of Cambridge\3rd Year (II)\6. Research Project\EXP5 - forward transfection repeat 3\150224 Images for Analysis,C:\Users\ajdav\OneDrive - University of Cambridge\3rd Year (II)\6. Research Project\EXP5 - forward transfection repeat 3\150224 Images for Analysis,C:\Users\ajdav\OneDrive - University of Cambridge\3rd Year (II)\6. Research Project\EXP5 - forward transfection repeat 3\150224 Images for Analysis,C:\Users\ajdav\OneDrive - University of Cambridge\3rd Year (II)\6. Research Project\EXP5 - forward transfection repeat 3\150224 Images for Analysis,3.559746741084382,3.169008926488459,3.875440697418526,235.1011695426423,210.14969099476002,252.8479189116042,0.0036469062324613333,0.003265430685132742,0.003936827648431063,0.00015259021893143654,0.00013733119703829288,0.00015259021893143654,2.1476193204377343,1.5406716710955919,0.11008778266739587,0.004638742655515671,0.004043641034513712,0.005127031356096268,0.004943923093378544,0.0042114900425076485,0.0052948808297514915,0.0038318048881424995,0.0034112044418605587,0.004171626154379468,0.0038020112805265916,0.0033985007276466786,0.0040890083270522706,0.003784237429499626,0.003387502860277891,0.004074159078299999,0.0032501716632395983,0.0028381780721247196,0.0034485389478504658,0.002960250247269869,0.002639810787513852,0.003219653619453311,0.00025305379005484754,0.00020815084239154965,0.0002746608240590672,0.0002213511631284194,0.00019175773387462852,0.00023480535944649895,0.00395208690315485,0.003524834057316184,0.004242008086293936,1177.7998989729751,1178.3321977680146,1179.7109247365022,973.3802695080788,973.6742586425586,974.2114722179418,0.0,0.0,0.0,1179.7311598421632,974.3196843262824,1026.0,1030.0,1336.0,912.0,909.0,1039.0,0.0,0.0,0.0,1
17,1,0,nan,monochrome,file:///C:/Users/ajdav/OneDrive%20-%20University%20of%20Cambridge/3rd%20Year%20%28II%29/6.%20Research%20Project/EXP5%20-%20forward%20transfection%20repeat%203/150224%20Images%20for%20Analysis/40-2_2_MMStack_Default.ome.tif,nan,nan,0,nan,1,4,1344,1100,1,nan,nan,0,40-2_2_MMStack_Default.ome.tif,40-2_2_MMStack_Default.ome.tif,40-2_2_MMStack_Default.ome.tif,40-2_2_MMStack_Default.ome.tif,C:\Users\ajdav\OneDrive - University of Cambridge\3rd Year (II)\6. Research Project\EXP5 - forward transfection repeat 3\150224 Images for Analysis,C:\Users\ajdav\OneDrive - University of Cambridge\3rd Year (II)\6. Research Project\EXP5 - forward transfection repeat 3\150224 Images for Analysis,C:\Users\ajdav\OneDrive - University of Cambridge\3rd Year (II)\6. Research Project\EXP5 - forward transfection repeat 3\150224 Images for Analysis,C:\Users\ajdav\OneDrive - University of Cambridge\3rd Year (II)\6. Research Project\EXP5 - forward transfection repeat 3\150224 Images for Analysis,4.0521401525475085,3.633722445461899,4.527748646913096,139.4922738603782,125.13089207420126,151.71131843538024,0.0038452735170722008,0.0034485389478504658,0.004135195165872574,0.00015259021893143654,0.00013733119703829288,0.00018310826271772385,0.6632343868885623,0.7196324836733261,2.3506286178941656,0.004867628216743469,0.004379339516162872,0.006454566493630409,0.005172808654606342,0.00440985755994916,0.006454566493630409,0.004023972346124636,0.003608463203040615,0.004496274723846173,0.00399428095697329,0.0035830510573032458,0.004344166263934377,0.003997863736003637,0.0035858701448887587,0.00430304417386651,0.0032806897070258856,0.002990768291056156,0.003570611122995615,0.003036545356735587,0.002822919050231576,0.0034180209040641785,0.0002290367993523352,0.00021156388400131158,0.0004375047583283226,0.00022135051716288683,0.00019934421068834904,0.0003250682299286352,0.004135195165872574,0.003707942320033908,0.004486152436584234,256.6959674177538,256.8626227628598,257.53229322521287,507.7937482341417,508.0494623737676,506.2720974738135,0.0,0.0,0.0,256.1542822781548,508.1764453225668,337.0,326.0,352.0,395.0,451.0,356.0,0.0,0.0,0.0,1
18,1,0,nan,monochrome,file:///C:/Users/ajdav/OneDrive%20-%20University%20of%20Cambridge/3rd%20Year%20%28II%29/6.%20Research%20Project/EXP5%20-%20forward%20transfection%20repeat%203/150224%20Images%20for%20Analysis/40-2_3_MMStack_Default.ome.tif,nan,nan,0,nan,1,4,1344,1100,1,nan,nan,0,40-2_3_MMStack_Default.ome.tif,40-2_3_MMStack_Default.ome.tif,40-2_3_MMStack_Default.ome.tif,40-2_3_MMStack_Default.ome.tif,C:\Users\ajdav\OneDrive - University of Cambridge\3rd Year (II)\6. Research Project\EXP5 - forward transfection repeat 3\150224 Images for Analysis,C:\Users\ajdav\OneDrive - University of Cambridge\3rd Year (II)\6. Research Project\EXP5 - forward transfection repeat 3\150224 Images for Analysis,C:\Users\ajdav\OneDrive - University of Cambridge\3rd Year (II)\6. Research Project\EXP5 - forward transfection repeat 3\150224 Images for Analysis,C:\Users\ajdav\OneDrive - University of Cambridge\3rd Year (II)\6. Research Project\EXP5 - forward transfection repeat 3\150224 Images for Analysis,2.9354391251690686,2.685389497084543,3.238559617428109,145.35631547914818,133.68104092567228,154.095066963695,0.003753719385713339,0.0034637979697436094,0.003906309604644775,0.00015259021893143654,0.00013733119703829288,0.00018310826271772385,1.1804981644559136,0.6285008638744308,3.5527822118927297,0.0048981462605297565,0.004531929735094309,0.007751583121716976,0.005264362785965204,0.004791332874447107,0.007751583121716976,0.00397755979020199,0.0036387391559411153,0.004388292164536733,0.003908898926454799,0.0035949292993511612,0.004143900042050637,0.0038910505827516317,0.0035858701448887587,0.004089417867362499,0.0032501716632395983,0.0028534370940178633,0.003387502860277891,0.0030212863348424435,0.0027924010064452887,0.0032349126413464546,0.00027653718890233565,0.000248577666485564,0.0007835524003957966,0.00023291704202958505,0.0002071681810284237,0.00038825378826496683,0.004058899823576212,0.0037232013419270515,0.004272526130080223,117.03863275223995,117.23481947700442,116.75779437773951,785.9526919610317,787.0389840381155,783.5016722715992,0.0,0.0,0.0,116.60643790673909,787.0512289571344,132.0,144.0,119.0,648.0,655.0,644.0,0.0,0.0,0.0,1
19,1,0,nan,monochrome,file:///C:/Users/ajdav/OneDrive%20-%20University%20of%20Cambridge/3rd%20Year%20%28II%29/6.%20Research%20Project/EXP5%20-%20forward%20transfection%20repeat%203/150224%20Images%20for%20Analysis/40-2_4_MMStack_Default.ome.tif,nan,nan,0,nan,1,4,1344,1100,1,nan,nan,0,40-2_4_MMStack_Default.ome.tif,40-2_4_MMStack_Default.ome.tif,40-2_4_MMStack_Default.ome.tif,40-2_4_MMStack_Default.ome.tif,C:\Users\ajdav\OneDrive - University of Cambridge\3rd Year (II)\6. Research Project\EXP5 - forward transfection repeat 3\150224 Images for Analysis,C:\Users\ajdav\OneDrive - University of Cambridge\3rd Year (II)\6. Research Project\EXP5 - forward transfection repeat 3\150224 Images for Analysis,C:\Users\ajdav\OneDrive - University of Cambridge\3rd Year (II)\6. Research Project\EXP5 - forward transfection repeat 3\150224 Images for Analysis,C:\Users\ajdav\OneDrive - University of Cambridge\3rd Year (II)\6. Research Project\EXP5 - forward transfection repeat 3\150224 Images for Analysis,4.1037766258232296,3.787640194175765,4.39819950168021,214.6786761772819,197.46378270559944,229.09456341294572,0.003524834057316184,0.0032349126413464546,0.003753719385713339,0.00012207217514514923,0.00012207217514514923,0.00013733119703829288,1.1873048302209512,1.7971333673280354,1.693469488367044,0.004669260699301958,0.005157549399882555,0.0053101396188139915,0.00476081483066082,0.0052948808297514915,0.0057831695303320885,0.0036838210285666333,0.003400036080947724,0.003948114453931966,0.003656594722828852,0.0033633756209436117,0.003902138705722121,0.003662165254354477,0.003356984816491604,0.0038910505827516317,0.0030670634005218744,0.0027161058969795704,0.0033264667727053165,0.002914473181590438,0.0026550698094069958,0.0030670634005218744,0.00021584807609106423,0.00025162894677583205,0.00024075318569920568,0.00019803317213071495,0.00019696168538818645,0.00021439239902549203,0.003784237429499626,0.003479056991636753,0.004043641034513712,1256.0341650187415,1256.0760884046256,1256.1261902595922,240.7696594601552,241.40161817800015,241.30415611128188,0.0,0.0,0.0,1256.3528530063022,239.62592403338442,1277.0,1232.0,1277.0,59.0,437.0,57.0,0.0,0.0,0.0,1
20,1,0,nan,monochrome,file:///C:/Users/ajdav/OneDrive%20-%20University%20of%20Cambridge/3rd%20Year%20%28II%29/6.%20Research%20Project/EXP5%20-%20forward%20transfection%20repeat%203/150224%20Images%20for%20Analysis/40-2_5_MMStack_Default.ome.tif,nan,nan,0,nan,1,4,1344,1100,1,nan,nan,0,40-2_5_MMStack_Default.ome.tif,40-2_5_MMStack_Default.ome.tif,40-2_5_MMStack_Default.ome.tif,40-2_5_MMStack_Default.ome.tif,C:\Users\ajdav\OneDrive - University of Cambridge\3rd Year (II)\6. Research Project\EXP5 - forward transfection repeat 3\150224 Images for Analysis,C:\Users\ajdav\OneDrive - University of Cambridge\3rd Year (II)\6. Research Project\EXP5 - forward transfection repeat 3\150224 Images for Analysis,C:\Users\ajdav\OneDrive - University of Cambridge\3rd Year (II)\6. Research Project\EXP5 - forward transfection repeat 3\150224 Images for Analysis,C:\Users\ajdav\OneDrive - University of Cambridge\3rd Year (II)\6. Research Project\EXP5 - forward transfection repeat 3\150224 Images for Analysis,4.383932286640629,4.117647063918412,4.643839265452698,227.0470149202738,213.81297041568905,240.5886062993668,0.0036469062324613333,0.003433279925957322,0.003875791560858488,0.00013733119703829288,0.00013733119703829288,0.00013733142986893654,0.42180035209968336,0.4706670787517658,0.28387909256230337,0.0045929658226668835,0.004242008086293936,0.004684519954025745,0.004715037997812033,0.004455634392797947,0.004928664304316044,0.003795612369385826,0.003565062393002954,0.004020640056669003,0.0037875888718037166,0.003566819091094988,0.004013489136698086,0.003784237429499626,0.003570611122995615,0.004013122990727425,0.003128099488094449,0.0028992141596972942,0.0032349126413464546,0.0029297322034835815,0.002685587853193283,0.0031891355756670237,0.000207319789956177,0.00019708075244876806,0.00021221121032691465,0.00020278572333895674,0.00019482789711796432,0.00020853807487908842,0.003921568859368563,0.0036926832981407642,0.004150453954935074,742.7548244773354,742.9534621618816,743.1028359159137,1028.5116273162319,1028.422461832513,1028.6634874513447,0.0,0.0,0.0,742.9354741846693,1028.892785052965,609.0,802.0,822.0,1021.0,995.0,970.0,0.0,0.0,0.0,1
21,1,0,nan,monochrome,file:///C:/Users/ajdav/OneDrive%20-%20University%20of%20Cambridge/3rd%20Year%20%28II%29/6.%20Research%20Project/EXP5%20-%20forward%20transfection%20repeat%203/150224%20Images%20for%20Analysis/40-3_1_MMStack_Default.ome.tif,nan,nan,0,nan,1,4,1344,1100,1,nan,nan,0,40-3_1_MMStack_Default.ome.tif,40-3_1_MMStack_Default.ome.tif,40-3_1_MMStack_Default.ome.tif,40-3_1_MMStack_Default.ome.tif,C:\Users\ajdav\OneDrive - University of Cambridge\3rd Year (II)\6. Research Project\EXP5 - forward transfection repeat 3\150224 Images for Analysis,C:\Users\ajdav\OneDrive - University of Cambridge\3rd Year (II)\6. Research Project\EXP5 - forward transfection repeat 3\150224 Images for Analysis,C:\Users\ajdav\OneDrive - University of Cambridge\3rd Year (II)\6. Research Project\EXP5 - forward transfection repeat 3\150224 Images for Analysis,C:\Users\ajdav\OneDrive - University of Cambridge\3rd Year (II)\6. Research Project\EXP5 - forward transfection repeat 3\150224 Images for Analysis,3.748790754703805,3.236758982995525,3.870649326359853,251.6853458986152,217.76932931994088,258.7413937682286,0.003662165254354477,0.0031586175318807364,0.003753719385713339,0.00013733119703829288,0.00012207217514514923,0.00013733142986893654,0.6997456066340099,0.8599796418063429,0.6880919126191763,0.004470893647521734,0.0038605325389653444,0.004577706567943096,0.00476081483066082,0.004058899823576212,0.004821850918233395,0.0038058789387855887,0.0032860497289294672,0.003929593224730815,0.0037980494952029697,0.003286240954320263,0.003904528555211924,0.00379949645139277,0.0032806897070258856,0.003906309604644775,0.0030975814443081617,0.002731364918872714,0.00317387655377388,0.002944991225376725,0.00254825665615499,0.003036545356735587,0.00020514789108669248,0.0001914405385931061,0.0002166247927106552,0.0002061867887874135,0.00018654626039780136,0.00021113127816792506,0.003936827648431063,0.003402761882171035,0.004043641034513712,157.25145568698966,157.32643581761957,157.24353704172808,159.55300711426554,159.82592686629377,159.52873590610093,0.0,0.0,0.0,156.5623915372659,159.43121010457693,147.0,215.0,231.0,243.0,169.0,221.0,0.0,0.0,0.0,1
